,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Age
626,Female,85.0,67.0,19.0,64.4,24.099999999999998,12.2,25.0,11.5
625,Female,105.0,81.0,32.0,131.6,53.1,22.5,45.0,13.5
4020,Female,136.0,110.00000000000001,35.0,294.6,142.6,56.39999999999999,85.9,12.5
3895,Female,119.0,100.0,36.0,210.6,88.1,38.4,78.0,14.5
623,Female,100.0,77.0,21.0,99.6,35.9,21.9,34.0,18.5
3892,Female,100.0,80.0,30.0,161.7,54.6,22.4,59.0,14.5
622,Female,100.0,77.0,23.0,135.7,58.9,27.6,39.0,13.5
725,Female,98.0,72.0,22.0,100.1,32.2,21.4,39.0,18.5
4016,Female,128.0,105.0,35.0,276.4,129.2,62.3,74.0,10.5
385,Female,91.0,74.0,21.0,98.5,43.2,24.9,27.0,10.5
3891,Female,112.00000000000001,92.0,36.0,194.0,68.4,39.2,71.0,13.5
707,Female,69.0,52.0,18.0,41.4,15.5,8.7,15.299999999999999,11.5
122,Female,103.0,85.0,28.000000000000004,153.2,60.8,34.5,51.0,15.5
370,Female,130.0,109.00000000000001,33.0,313.2,132.9,69.1,83.0,17.5
3901,Female,105.0,86.0,25.0,162.6,66.3,33.2,35.5,13.5
679,Female,74.0,55.00000000000001,20.0,44.5,18.6,5.2,16.0,9.5
351,Female,117.0,90.0,34.0,173.70000000000002,66.5,32.7,54.0,23.5
682,Female,87.0,65.0,23.0,78.3,30.8,18.8,24.0,8.5
686,Female,107.0,80.0,30.0,160.9,66.9,42.5,42.0,14.5
357,Female,129.0,105.0,38.0,361.7,140.7,77.7,79.0,19.5
687,Female,107.0,81.0,25.0,185.4,52.0,28.499999999999996,69.0,17.5
3909,Female,91.0,75.0,25.0,91.6,39.7,22.2,24.0,11.5
359,Female,137.0,109.00000000000001,36.0,353.6,149.9,78.4,97.0,17.5
361,Female,118.0,93.0,30.0,199.4,78.4,49.2,68.0,13.5
4084,Female,114.99999999999999,96.0,34.0,220.00000000000003,101.2,49.7,62.0,11.5
692,Female,86.0,65.0,23.0,77.3,29.5,21.3,22.0,12.5
229,Female,106.0,83.0,32.0,156.6,58.699999999999996,31.6,49.0,16.5
362,Female,130.0,105.0,35.0,284.5,122.0,59.9,89.0,21.5
228,Female,115.99999999999999,93.0,33.0,220.29999999999998,80.8,41.9,70.0,12.5
226,Female,78.0,57.99999999999999,25.0,61.1,24.2,16.4,18.0,8.5
514,Female,55.00000000000001,39.0,14.000000000000002,16.0,6.2,4.3,5.0,6.5
223,Female,89.0,71.0,30.0,97.0,36.2,25.0,31.0,12.5
363,Female,120.0,96.0,30.0,205.80000000000004,81.69999999999999,54.1,59.0,17.5
698,Female,86.0,67.0,24.0,88.8,31.0,22.900000000000002,28.000000000000004,14.5
699,Female,79.0,63.0,21.0,70.3,23.7,18.2,23.9,17.5
364,Female,124.0,100.0,35.0,237.2,99.7,60.3,70.0,13.5
3929,Female,130.0,103.0,43.0,299.6,112.79999999999998,64.6,85.0,17.5
3930,Female,134.0,107.0,37.0,319.4,125.49999999999999,70.0,94.0,22.5
701,Female,96.0,77.0,27.0,107.2,37.9,28.4,34.6,15.5
367,Female,115.99999999999999,91.0,24.0,214.7,95.8,54.7,53.0,11.5
222,Female,98.0,75.0,30.0,115.10000000000001,44.0,28.800000000000004,38.0,10.5
702,Female,89.0,66.0,21.0,90.5,36.0,20.6,24.6,10.5
369,Female,138.0,112.00000000000001,43.0,343.8,136.0,59.8,94.0,18.5
221,Female,94.0,70.0,28.999999999999996,103.49999999999999,37.4,24.7,36.0,12.5
220,Female,89.0,65.0,25.0,91.0,35.699999999999996,22.5,28.000000000000004,10.5
442,Female,101.0,85.0,28.000000000000004,170.0,55.00000000000001,32.5,56.99999999999999,20.5
743,Female,104.0,81.0,28.000000000000004,163.5,55.900000000000006,36.6,52.0,18.5
304,Female,94.0,72.0,26.0,94.4,36.4,22.8,30.0,11.5
540,Female,100.0,75.0,28.000000000000004,120.8,48.4,28.299999999999997,35.8,16.5
539,Female,75.0,57.99999999999999,23.0,54.1,18.6,13.200000000000001,17.7,11.5
468,Female,136.0,110.00000000000001,42.0,348.9,119.5,61.0,125.0,18.5
492,Female,131.0,102.0,31.0,257.90000000000003,106.89999999999999,57.099999999999994,82.0,12.5
799,Female,85.0,69.0,22.0,73.3,25.0,16.2,23.4,12.5
873,Female,125.0,98.0,31.0,241.7,93.0,32.4,82.2,12.5
10,Female,105.0,76.0,28.000000000000004,121.30000000000001,38.8,29.5,42.0,15.5
13,Female,107.0,81.0,28.999999999999996,136.9,54.50000000000001,34.2,41.0,11.5
14,Female,94.0,71.0,20.0,95.1,33.5,16.1,37.0,11.5
489,Female,113.99999999999999,91.0,33.0,211.90000000000003,88.0,43.9,56.99999999999999,15.5
17,Female,88.0,68.0,20.0,90.2,37.6,17.4,26.0,11.5
4168,Female,103.0,80.0,25.0,123.0,57.3,24.6,35.3,9.5
3983,Female,117.0,90.0,25.0,174.8,70.89999999999999,41.5,45.0,7.5
487,Female,125.0,103.0,30.0,248.3,104.69999999999999,61.3,72.0,16.5
68,Female,95.0,78.0,24.0,106.1,42.699999999999996,23.1,34.0,11.5
22,Female,112.99999999999999,88.0,31.0,187.9,85.5,42.8,54.0,13.5
23,Female,110.00000000000001,83.0,27.0,152.7,63.6,42.0,40.0,10.5
3826,Female,136.0,104.0,37.0,308.2,119.7,79.0,91.5,11.5
24,Female,123.0,96.0,33.0,232.29999999999998,102.60000000000001,60.199999999999996,61.0,11.5
3842,Female,123.0,95.0,28.999999999999996,190.5,78.3,39.0,64.0,10.5
807,Female,96.0,80.0,25.0,151.8,42.5,35.8,48.0,16.5
541,Female,88.0,71.0,23.0,83.0,31.7,18.5,26.200000000000003,12.5
67,Female,119.0,99.0,37.0,257.0,83.2,44.8,97.0,14.5
3951,Female,93.0,78.0,22.0,127.1,36.3,31.4,45.0,14.5
40,Female,90.0,67.0,21.0,85.0,37.3,18.2,23.0,10.5
4141,Female,130.0,101.0,33.0,271.4,114.5,56.2,86.0,12.5
85,Female,113.99999999999999,93.0,36.0,259.0,67.8,44.5,88.0,13.5
4143,Female,131.0,100.0,44.0,271.8,128.4,65.10000000000001,81.0,14.5
82,Female,104.0,85.0,33.0,197.70000000000002,79.2,45.0,64.0,17.5
3956,Female,103.0,79.0,28.000000000000004,137.2,56.2,25.1,44.0,13.5
498,Female,123.0,105.0,31.0,207.7,85.4,46.300000000000004,69.0,12.5
80,Female,114.99999999999999,89.0,28.000000000000004,188.2,76.9,50.4,56.99999999999999,10.5
497,Female,121.0,97.0,33.0,202.1,87.0,41.8,60.0,20.5
79,Female,123.0,95.0,34.0,220.5,93.89999999999999,47.099999999999994,69.0,15.5
78,Female,111.00000000000001,85.0,28.000000000000004,157.6,56.39999999999999,31.900000000000002,56.99999999999999,12.5
77,Female,120.0,94.0,30.0,184.4,72.6,38.8,61.0,11.5
75,Female,120.0,95.0,30.0,201.5,88.5,44.2,56.00000000000001,16.5
74,Female,121.0,90.0,39.0,219.59999999999997,96.2,57.9,63.0,14.5
527,Female,113.99999999999999,89.0,31.0,146.6,56.39999999999999,31.8,47.0,15.5
72,Female,119.0,95.0,34.0,249.40000000000003,96.0,45.0,85.0,21.5
496,Female,128.0,104.0,35.0,249.6,84.89999999999999,51.9,96.0,13.5
71,Female,80.0,64.0,22.0,70.6,28.1,19.7,20.0,9.5
544,Female,76.0,57.99999999999999,21.0,51.4,19.8,10.2,17.0,11.5
466,Female,134.0,110.00000000000001,38.0,278.1,108.5,60.699999999999996,80.0,13.5
528,Female,113.99999999999999,90.0,32.0,194.3,79.3,51.0,52.0,13.5
495,Female,125.0,100.0,30.0,190.6,68.89999999999999,44.7,61.0,16.5
3950,Female,106.0,85.0,26.0,143.4,42.3,33.2,51.0,14.5
4140,Female,129.0,107.0,38.0,247.9,93.6,47.699999999999996,84.8,11.5
808,Female,88.0,68.0,26.0,83.89999999999999,30.599999999999998,23.1,26.0,11.5
485,Female,117.0,93.0,28.000000000000004,181.6,76.2,32.300000000000004,63.0,14.5
4161,Female,117.0,91.0,34.0,198.9,85.1,52.6,56.89999999999999,12.5
53,Female,94.0,72.0,24.0,95.5,42.1,21.099999999999998,30.0,11.5
33,Female,136.0,110.00000000000001,35.0,359.6,163.0,78.5,91.0,20.5
838,Female,96.0,73.0,27.0,127.89999999999999,58.9,22.6,35.0,9.5
34,Female,141.0,110.00000000000001,40.0,341.9,126.6,82.3,98.0,14.5
841,Female,99.0,82.0,25.0,151.1,67.10000000000001,25.8,42.8,10.5
4160,Female,117.0,95.0,33.0,210.6,91.6,43.4,60.0,12.5
49,Female,105.0,85.0,32.0,167.1,70.89999999999999,42.699999999999996,49.0,10.5
36,Female,108.0,95.0,31.0,243.4,106.1,61.5,68.0,17.5
3835,Female,85.0,70.0,20.0,88.5,35.0,15.1,35.0,8.5
47,Female,92.0,75.0,24.0,92.10000000000001,35.5,22.0,30.0,8.5
846,Female,108.0,84.0,28.000000000000004,161.0,73.8,34.5,42.0,12.5
3829,Female,142.0,111.00000000000001,34.0,294.0,107.5,76.0,86.2,13.5
847,Female,109.00000000000001,88.0,27.0,183.7,85.8,40.300000000000004,47.5,11.5
848,Female,110.00000000000001,86.0,25.0,184.6,80.7,35.0,56.60000000000001,9.5
37,Female,90.0,71.0,21.0,104.5,47.4,23.3,28.999999999999996,9.5
850,Female,110.00000000000001,90.0,30.0,175.0,72.4,35.099999999999994,55.300000000000004,11.5
3832,Female,92.0,73.0,23.0,89.7,33.0,16.6,34.0,15.5
3831,Female,109.00000000000001,84.0,35.0,150.8,51.2,35.5,55.00000000000001,11.5
38,Female,114.99999999999999,89.0,27.0,176.6,76.2,40.699999999999996,52.0,12.5
41,Female,110.00000000000001,85.0,27.0,170.3,72.4,39.2,54.0,15.5
855,Female,114.99999999999999,93.0,28.000000000000004,191.6,88.4,36.3,54.1,10.5
25,Female,112.00000000000001,88.0,28.000000000000004,185.7,76.5,37.6,60.0,12.5
55,Female,100.0,80.0,28.000000000000004,132.29999999999998,51.300000000000004,35.099999999999994,44.0,9.5
3980,Female,105.0,82.0,23.0,154.9,83.2,32.6,36.0,8.5
809,Female,104.0,82.0,23.0,161.4,57.099999999999994,35.8,47.0,13.5
470,Female,106.0,88.0,27.0,156.7,62.6,34.300000000000004,43.7,10.5
26,Female,115.99999999999999,90.0,37.0,199.10000000000002,78.9,54.400000000000006,56.99999999999999,12.5
811,Female,98.0,73.0,26.0,136.7,33.0,26.3,41.0,22.5
66,Female,112.99999999999999,88.0,32.0,183.0,70.8,38.7,64.0,13.5
471,Female,103.0,81.0,24.0,129.2,57.9,28.1,35.4,11.5
473,Female,104.0,81.0,24.0,125.4,52.900000000000006,28.299999999999997,36.2,12.5
474,Female,109.00000000000001,83.0,32.0,154.29999999999998,54.400000000000006,29.099999999999998,55.300000000000004,11.5
531,Female,92.0,71.0,26.0,91.6,38.4,21.099999999999998,26.0,14.5
476,Female,93.0,70.0,23.0,84.2,31.3,18.2,26.900000000000002,10.5
62,Female,106.0,82.0,26.0,139.3,60.4,38.7,40.0,11.5
59,Female,101.0,80.0,25.0,116.6,49.2,26.0,35.0,8.5
31,Female,136.0,112.00000000000001,33.0,327.8,121.10000000000001,56.10000000000001,92.0,16.5
483,Female,115.99999999999999,92.0,30.0,199.10000000000002,85.8,42.4,52.0,20.5
786,Female,103.0,78.0,26.0,115.10000000000001,39.5,26.0,36.9,10.5
861,Female,119.0,93.0,28.000000000000004,222.6,103.49999999999999,48.8,61.0,13.5
3840,Female,106.0,82.0,28.999999999999996,165.1,75.0,40.8,49.0,10.5
860,Female,119.0,95.0,32.0,228.10000000000002,109.4,46.2,54.2,7.5
859,Female,119.0,96.0,32.0,241.9,104.5,59.20000000000001,64.0,9.5
480,Female,140.0,117.0,37.0,361.5,141.1,64.3,95.0,30.5
858,Female,119.0,96.0,30.0,222.00000000000003,99.6,45.6,66.0,11.5
533,Female,87.0,67.0,22.0,76.0,33.900000000000006,17.2,22.0,10.5
88,Female,92.0,71.0,26.0,103.4,44.1,22.8,33.0,10.5
4159,Female,112.00000000000001,88.0,27.0,160.5,70.0,32.300000000000004,51.800000000000004,10.5
4139,Female,127.0,99.0,35.0,247.10000000000002,104.1,61.7,69.4,11.5
107,Female,100.0,80.0,25.0,133.5,52.2,26.3,44.0,11.5
444,Female,82.0,65.0,21.0,72.7,31.8,15.4,24.0,11.5
106,Female,109.00000000000001,86.0,33.0,160.4,58.699999999999996,36.6,56.00000000000001,12.5
105,Female,104.0,82.0,31.0,145.4,58.20000000000001,36.7,47.0,13.5
560,Female,88.0,68.0,21.0,72.8,29.600000000000005,16.1,23.5,9.5
3987,Female,131.0,109.00000000000001,37.0,351.8,137.3,62.6,109.4,12.5
867,Female,123.0,100.0,35.0,275.4,111.7,66.0,58.4,13.5
108,Female,102.0,78.0,27.0,126.69999999999999,46.2,35.8,40.0,10.5
3848,Female,135.0,107.0,44.0,320.8,123.50000000000001,85.1,90.6,15.5
99,Female,95.0,75.0,25.0,115.7,55.50000000000001,17.0,31.0,11.5
118,Female,112.00000000000001,86.0,30.0,176.5,69.3,34.4,62.0,10.5
120,Female,94.0,73.0,21.0,84.1,32.6,20.7,28.000000000000004,10.5
868,Female,123.0,104.0,30.0,268.7,125.8,52.1,69.0,11.5
4134,Female,119.0,91.0,28.000000000000004,182.8,77.9,44.5,54.2,10.5
4135,Female,120.0,100.0,34.0,225.99999999999997,88.1,53.400000000000006,67.0,12.5
3853,Female,113.99999999999999,93.0,31.0,193.70000000000002,89.2,52.2,51.0,10.5
558,Female,132.0,106.0,34.0,265.2,103.8,52.5,88.0,14.5
109,Female,87.0,79.0,21.0,72.7,27.200000000000003,19.6,26.0,10.5
3850,Female,75.0,59.0,22.0,60.099999999999994,25.1,11.5,20.7,8.5
9,Female,110.00000000000001,88.0,30.0,178.9,62.9,30.2,64.0,20.5
3989,Female,134.0,104.0,39.0,361.3,151.6,74.7,101.1,12.5
519,Female,69.0,50.0,18.0,40.6,15.6,11.8,11.0,7.5
116,Female,98.0,75.0,27.0,122.50000000000001,51.1,20.4,44.0,12.5
863,Female,120.0,95.0,31.0,242.0,130.6,33.900000000000006,64.1,11.5
7,Female,109.00000000000001,85.0,25.0,153.6,58.8,29.9,52.0,17.5
4172,Female,112.99999999999999,90.0,33.0,177.4,74.0,47.8,49.8,12.5
865,Female,121.0,95.0,35.0,276.4,121.8,46.5,79.7,11.5
3959,Female,136.0,110.00000000000001,38.0,361.4,164.5,73.1,103.0,12.5
115,Female,106.0,83.0,23.0,118.30000000000001,46.6,31.7,36.0,12.5
6,Female,106.0,83.0,30.0,155.5,47.4,28.299999999999997,66.0,21.5
445,Female,112.00000000000001,91.0,38.0,142.8,56.60000000000001,25.8,55.00000000000001,10.5
89,Female,114.99999999999999,90.0,32.0,195.5,62.7,46.2,66.0,13.5
114,Female,109.00000000000001,82.0,25.0,138.7,59.5,29.2,42.0,12.5
563,Female,109.00000000000001,83.0,30.0,146.70000000000002,55.900000000000006,32.6,43.7,12.5
562,Female,95.0,70.0,23.0,90.4,34.300000000000004,18.4,31.0,12.5
449,Female,112.99999999999999,91.0,30.0,164.1,73.0,31.8,52.0,19.5
521,Female,72.0,54.0,18.0,37.7,16.900000000000002,7.7,11.0,6.5
4136,Female,123.0,99.0,31.0,216.1,104.0,38.0,64.0,10.5
451,Female,135.0,107.0,32.0,282.0,118.40000000000002,63.5,84.0,17.5
557,Female,132.0,100.0,33.0,238.09999999999997,91.7,59.599999999999994,74.0,13.5
3958,Female,122.0,100.0,36.0,287.6,103.69999999999999,74.7,66.9,10.5
788,Female,101.0,78.0,32.0,128.8,49.5,40.5,32.7,10.5
504,Female,125.0,97.0,38.0,234.90000000000003,87.7,46.1,84.0,18.5
3822,Female,121.0,96.0,35.0,233.70000000000002,96.3,46.1,71.2,10.5
459,Female,105.0,82.0,27.0,141.70000000000002,58.599999999999994,30.5,47.0,12.5
503,Female,120.0,101.0,38.0,225.8,87.7,51.2,72.0,14.5
502,Female,124.0,94.0,45.0,223.0,75.6,42.9,72.0,16.5
3957,Female,111.00000000000001,88.0,31.0,203.2,98.7,37.1,52.6,11.5
461,Female,117.0,93.0,34.0,198.3,77.3,44.8,53.0,13.5
871,Female,124.0,101.0,32.0,274.5,125.69999999999999,55.00000000000001,73.7,12.5
501,Female,124.0,104.0,45.0,236.7,75.6,54.0,79.0,24.5
500,Female,115.99999999999999,88.0,36.0,170.8,73.3,32.7,49.0,13.5
3854,Female,97.0,80.0,31.0,146.2,47.2,36.6,51.0,12.5
548,Female,112.99999999999999,90.0,32.0,159.0,72.1,31.1,46.0,13.5
512,Female,98.0,76.0,28.999999999999996,134.5,49.8,36.2,42.0,11.5
3948,Female,106.0,80.0,33.0,154.4,57.099999999999994,39.5,46.0,13.5
3949,Female,105.0,83.0,30.0,143.1,47.099999999999994,34.2,54.0,14.5
2,Female,106.0,84.0,27.0,135.4,51.300000000000004,28.299999999999997,42.0,10.5
3823,Female,123.0,91.0,27.0,211.80000000000004,94.69999999999999,52.6,54.79999999999999,10.5
511,Female,91.0,70.0,28.000000000000004,103.69999999999999,44.2,25.3,27.0,11.5
564,Female,94.0,71.0,26.0,109.3,40.1,25.2,37.0,15.5
789,Female,120.0,93.0,33.0,177.5,61.8,49.2,52.400000000000006,13.5
3962,Female,144.0,114.99999999999999,39.0,430.1,214.9,76.4,117.0,11.5
790,Female,113.99999999999999,93.0,32.0,178.7,62.9,51.5,52.6,11.5
452,Female,133.0,111.00000000000001,39.0,287.7,116.19999999999999,70.8,72.0,18.5
454,Female,129.0,110.00000000000001,35.0,258.3,113.99999999999999,60.9,66.0,15.5
3986,Female,129.0,105.0,34.0,274.0,122.7,56.60000000000001,68.0,11.5
791,Female,97.0,75.0,27.0,111.20000000000002,38.5,26.3,33.7,11.5
456,Female,128.0,108.0,35.0,244.19999999999996,102.0,51.800000000000004,78.0,16.5
453,Female,112.99999999999999,98.0,31.0,184.9,81.0,43.9,51.0,12.5
93,Female,125.0,99.0,33.0,252.4,101.4,63.6,78.0,11.5
4029,Infant,87.0,67.0,22.0,66.8,27.1,15.5,19.3,8.5
4030,Infant,87.0,65.0,20.0,73.2,34.8,14.499999999999998,21.8,8.5
4031,Infant,88.0,65.0,22.0,99.3,51.6,23.9,21.5,9.5
4032,Infant,97.0,73.0,18.0,130.2,63.3,26.400000000000002,36.0,9.5
4028,Infant,84.0,62.0,20.0,56.10000000000001,22.5,12.3,18.5,9.5
3334,Infant,78.0,60.0,21.0,51.800000000000004,19.1,7.6,17.0,9.5
510,Infant,136.0,106.0,37.0,221.89999999999998,87.8,49.0,68.0,11.5
3333,Infant,90.0,72.0,25.0,90.0,38.2,17.299999999999997,28.999999999999996,13.5
3977,Infant,95.0,70.0,24.0,98.1,40.699999999999996,26.0,27.0,8.5
509,Infant,112.00000000000001,89.0,31.0,174.70000000000002,60.099999999999994,41.8,55.00000000000001,17.5
3443,Infant,97.0,74.0,20.0,102.60000000000001,43.8,21.5,26.0,8.5
3337,Infant,132.0,105.0,36.0,338.7,120.5,80.10000000000001,84.0,16.5
315,Infant,90.0,71.0,22.0,91.7,38.8,13.4,28.000000000000004,9.5
4027,Infant,73.0,54.0,18.0,43.1,20.1,9.8,13.100000000000001,7.5
2264,Infant,118.0,90.0,32.0,178.6,54.900000000000006,43.7,69.0,15.5
2343,Infant,34.0,25.0,11.0,4.7,1.8000000000000003,1.0999999999999999,1.6,7.5
1987,Infant,32.0,22.0,5.0,3.9,1.5,1.0,1.2,5.5
3332,Infant,88.0,68.0,25.0,97.89999999999999,34.699999999999996,17.5,40.0,14.5
3965,Infant,59.0,44.0,14.000000000000002,27.3,11.5,5.8999999999999995,7.000000000000001,7.5
4026,Infant,73.0,56.00000000000001,18.0,39.2,17.299999999999997,7.200000000000001,12.1,8.5
2341,Infant,62.0,48.0,18.0,29.099999999999998,12.1,6.3,9.0,8.5
3440,Infant,93.0,74.0,20.0,101.1,46.8,22.0,28.000000000000004,8.5
305,Infant,40.0,28.999999999999996,12.0,7.400000000000001,2.5,1.9,2.2,5.5
2342,Infant,51.0,37.0,14.000000000000002,15.0,5.6,3.6000000000000005,5.0,7.5
1986,Infant,27.0,26.0,8.0,5.8,2.5,1.3,1.6,5.5
306,Infant,33.0,24.0,6.0,4.3,1.4,1.0,1.0,4.5
4025,Infant,66.0,52.0,17.0,39.300000000000004,18.3,8.5,11.0,8.5
1988,Infant,42.0,30.0,11.0,9.3,3.4000000000000004,2.4,3.0,6.5
3976,Infant,90.0,70.0,27.0,98.8,44.1,18.9,28.1,8.5
3445,Infant,99.0,80.0,28.999999999999996,115.6,50.9,26.1,32.9,9.5
4041,Infant,114.99999999999999,90.0,30.0,171.6,89.8,33.2,43.0,11.5
3968,Infant,75.0,57.99999999999999,19.0,57.49999999999999,24.6,12.1,16.0,7.5
333,Infant,47.0,35.0,8.0,14.099999999999998,6.7,3.0,4.0,6.5
332,Infant,60.0,44.0,16.0,24.2,9.5,8.4,7.000000000000001,6.5
3306,Infant,82.0,60.0,23.0,51.9,19.4,10.299999999999999,16.0,11.5
2312,Infant,63.0,48.0,14.000000000000002,27.399999999999995,10.9,6.3,8.0,9.5
3971,Infant,80.0,59.0,19.0,50.4,22.1,11.5,13.200000000000001,7.5
319,Infant,66.0,51.0,19.0,34.4,13.200000000000001,5.1,12.0,7.5
320,Infant,53.0,42.0,12.0,19.3,8.5,4.4,6.0,6.5
321,Infant,38.0,28.999999999999996,8.0,7.6,3.3000000000000003,1.3,3.0,5.5
2330,Infant,84.0,69.0,23.0,68.7,30.3,15.9,23.0,10.5
2329,Infant,96.0,78.0,28.999999999999996,116.5,46.300000000000004,24.2,51.0,16.5
3309,Infant,97.0,71.0,24.0,101.69999999999999,42.0,24.4,27.0,10.5
3314,Infant,90.0,71.0,23.0,87.7,36.8,21.6,22.5,12.5
1958,Infant,130.0,104.0,30.0,247.6,109.89999999999999,59.20000000000001,66.10000000000001,11.5
329,Infant,72.0,56.00000000000001,18.0,45.1,17.7,8.0,18.0,9.5
323,Infant,53.0,41.0,14.000000000000002,21.099999999999998,7.8,8.2,7.000000000000001,6.5
325,Infant,71.0,55.00000000000001,18.0,50.2,19.4,10.6,16.0,8.5
2323,Infant,79.0,65.0,21.0,61.199999999999996,22.2,14.7,19.0,9.5
326,Infant,64.0,51.0,20.0,35.099999999999994,14.6,8.3,13.0,8.5
1952,Infant,128.0,98.0,27.0,220.00000000000003,97.6,50.1,58.5,11.5
2320,Infant,80.0,62.0,20.0,57.49999999999999,22.900000000000002,12.7,19.0,11.5
3969,Infant,76.0,60.0,18.0,55.39999999999999,33.1,12.5,16.4,7.5
4039,Infant,112.00000000000001,88.0,31.0,162.2,73.7,35.6,47.0,12.5
4033,Infant,99.0,77.0,25.0,102.49999999999999,41.5,23.1,34.4,11.5
3321,Infant,98.0,77.0,28.000000000000004,108.5,39.6,25.4,35.0,12.5
3974,Infant,84.0,64.0,23.0,81.8,41.099999999999994,18.7,21.0,9.5
3328,Infant,114.99999999999999,95.0,34.0,193.4,75.5,56.8,55.00000000000001,14.5
3446,Infant,100.0,77.0,22.0,119.19999999999999,60.3,20.8,30.2,9.5
3327,Infant,127.0,96.0,40.0,273.09999999999997,125.1,51.9,85.0,17.5
3326,Infant,110.00000000000001,83.0,27.0,161.9,59.699999999999996,40.300000000000004,56.00000000000001,13.5
2281,Infant,97.0,83.0,28.000000000000004,114.1,50.0,26.8,37.0,9.5
348,Infant,75.0,61.0,23.0,54.300000000000004,18.4,14.800000000000002,18.0,9.5
2283,Infant,87.0,69.0,24.0,89.5,44.2,22.4,25.0,8.5
2284,Infant,81.0,63.0,21.0,69.4,32.1,15.7,20.0,10.5
2285,Infant,84.0,66.0,20.0,70.4,32.7,17.8,20.0,10.5
347,Infant,68.0,52.0,16.0,40.0,16.0,11.1,11.0,7.5
2288,Infant,66.0,53.0,18.0,36.0,13.600000000000001,7.200000000000001,12.0,7.5
3305,Infant,120.0,89.0,35.0,211.39999999999998,76.6,43.2,71.0,17.5
4035,Infant,104.0,82.0,28.000000000000004,119.9,48.4,27.500000000000004,36.4,12.5
2290,Infant,65.0,54.0,20.0,37.0,16.0,8.7,13.0,7.5
3324,Infant,75.0,56.00000000000001,20.0,51.300000000000004,23.3,11.700000000000001,14.499999999999998,13.5
2293,Infant,68.0,52.0,18.0,35.8,15.2,10.5,11.0,7.5
3966,Infant,59.0,44.0,13.0,25.900000000000002,10.4,5.6,7.000000000000001,7.5
4036,Infant,108.0,84.0,28.000000000000004,148.0,71.89999999999999,31.8,39.7,9.5
3967,Infant,63.0,46.0,14.000000000000002,32.8,12.5,8.0,9.0,7.5
3975,Infant,88.0,66.0,27.0,81.89999999999999,32.6,20.1,23.8,7.5
4037,Infant,108.0,83.0,31.0,140.4,64.4,33.4,38.0,11.5
2298,Infant,83.0,65.0,20.0,77.0,33.4,16.0,25.0,8.5
2299,Infant,99.0,77.0,25.0,117.0,55.1,24.7,33.0,9.5
4038,Infant,110.00000000000001,89.0,25.0,134.4,57.60000000000001,27.3,42.0,12.5
3970,Infant,77.0,56.99999999999999,18.0,49.6,18.7,13.200000000000001,14.000000000000002,7.5
3408,Infant,78.0,63.0,18.0,61.9,29.4,10.0,18.0,8.5
1989,Infant,56.00000000000001,42.0,15.0,23.9,10.6,5.3,6.0,7.5
3372,Infant,88.0,66.0,27.0,104.4,34.0,18.099999999999998,39.0,17.5
465,Infant,35.0,25.0,10.0,4.7,1.6,0.7000000000000001,1.6,6.5
2057,Infant,96.0,70.0,27.0,109.3,54.7,19.900000000000002,31.6,9.5
2059,Infant,98.0,74.0,22.0,107.59999999999998,54.2,20.7,27.800000000000004,9.5
4000,Infant,91.0,70.0,27.0,107.3,57.099999999999994,17.1,26.5,8.5
464,Infant,51.0,39.0,14.000000000000002,14.7,5.1,4.0,5.0,7.5
463,Infant,44.0,33.0,11.0,10.9,4.3,2.4,4.0,6.5
462,Infant,48.0,37.0,14.000000000000002,14.299999999999999,5.2,3.6000000000000005,5.0,7.5
3999,Infant,83.0,62.0,19.0,68.0,36.2,11.4,16.6,7.5
3376,Infant,62.0,47.0,18.0,25.4,9.6,6.2,8.0,7.5
3377,Infant,51.0,38.0,14.000000000000002,16.3,5.6,3.2,6.2,6.5
2153,Infant,56.00000000000001,40.0,15.0,24.5,10.9,2.3,7.000000000000001,6.5
458,Infant,83.0,62.0,22.0,59.3,24.6,11.4,19.900000000000002,11.5
421,Infant,98.0,76.0,24.0,105.80000000000001,43.3,27.800000000000004,31.0,12.5
3379,Infant,59.0,42.0,16.0,20.0,7.6,5.2,6.2,9.5
4001,Infant,96.0,70.0,21.0,127.0,70.4,25.4,27.0,7.5
3380,Infant,38.0,26.0,9.0,5.3,1.8000000000000003,1.0,1.8000000000000003,6.5
2166,Infant,76.0,56.00000000000001,17.0,54.7,23.0,12.2,17.0,7.5
2171,Infant,38.0,26.0,6.0,5.8999999999999995,3.1,3.0,2.0,7.5
2193,Infant,43.0,34.0,11.0,12.1,4.1000000000000005,2.8,4.0,7.5
2047,Infant,84.0,63.0,23.0,71.0,37.9,13.0,17.4,7.5
2048,Infant,88.0,61.0,23.0,75.8,32.4,18.2,22.0,10.5
404,Infant,88.0,69.0,24.0,73.0,33.1,16.6,22.0,8.5
3363,Infant,108.0,81.0,30.0,151.7,61.4,41.5,38.0,11.5
2049,Infant,89.0,64.0,24.0,75.6,30.4,16.5,24.0,9.5
2184,Infant,64.0,47.0,16.0,29.7,12.8,6.2,9.0,7.5
3365,Infant,88.0,62.0,23.0,72.5,26.8,16.4,24.0,12.5
3367,Infant,118.0,93.0,39.0,217.70000000000002,73.7,37.4,75.0,18.5
